sample_id,slot_idx,phrase,gt_area,area_frac,soft_iou,mass_in_gt,gt_coverage,peak_in_gt,pred_sum,slices
2401158,3,Traffic on the streets.,3808,0.07589285714285714,0.07154387588557111,0.09632829056071447,0.2175677002978926,0,8600.7734375,overall
2401158,4,White lines on the ground.,1221,0.0243343431122449,0.0019858109623429893,0.002226164015839968,0.018060515495131584,0,9905.779296875,overall
2401158,5,cloudy sky in the distance,1240,0.024713010204081634,9.538281874773286e-07,1.2682369609014218e-06,3.8474610435866544e-06,0,3761.79833984375,overall
2401158,6,The trees have a few leaves.,5440,0.10841836734693877,0.004561643929939566,0.019489288018986004,0.005920348447911879,0,1652.533203125,overall|part
2401159,0,books sitting on a coffee table,899,0.017916932397959183,0.003097619198576148,0.0036052086623022048,0.021527541757823364,0,5368.138671875,overall|small
2401159,1,black pillows on the couch,1848,0.036830357142857144,0.05564215833425084,0.05787080638896533,0.5909765334356398,0,18871.771484375,overall
2401159,2,a vent in the floor,475,0.009466677295918368,0.026138582872094664,0.026762134493947518,0.5287106162623355,0,9384.0625,overall|small
2401159,3,A door you can see through,7203,0.1435546875,0.030765461081978498,0.0879781631069284,0.04517216743999896,0,3698.3623046875,overall|part
2401159,4,a black floor lamp,3120,0.062181122448979595,0.021790267823659133,0.04498193270042122,0.04055002163618039,0,2812.597412109375,overall
2401159,5,corner of a mounted painting,986,0.019650829081632654,0.0154572129435323,0.01821056271087201,0.09275120702283136,0,5021.95849609375,overall|small
2401159,6,TV on the wall,704,0.01403061224489796,0.0013330654663089136,0.0015180228602953945,0.010822616517543793,0,5019.10888671875,overall|small
2401160,0,black laptop with stickers,16472,0.3282844387755102,0.3380414334089639,0.8220361041528955,0.36473379186080923,1,7308.5537109375,overall
2401160,1,a laptop screen across from the young man,4092,0.08155293367346939,0.14943576923669227,0.2215429385164384,0.3146592901832081,1,5811.90185546875,overall
2401160,2,a picture is hanging on the wall,1026,0.020448022959183673,0.14685937206857616,0.1636977660361402,0.5880912795633833,0,3685.94921875,overall
2401160,3,Bottle on the table.,2904,0.05787627551020408,0.1123873944030982,0.1209817126233721,0.612713942514635,1,14707.357421875,overall
2401161,0,Windows on the building.,8428,0.16796875,0.0698201529802093,0.30683364145712927,0.08289525086810705,1,2276.93798828125,overall
2401161,1,feet of the teddy bear,1240,0.024713010204081634,0.007901711330180278,0.010195713071475685,0.03392771751649918,0,4126.2802734375,overall
2401161,2,The head of the teddy bear.,1260,0.025111607142857144,0.01858235110123137,0.020473775698220266,0.1674611530606709,0,10305.91796875,overall|part
2401161,3,white wispy clouds,1760,0.035076530612244895,0.0026799558468273916,0.005158616253538011,0.005546618049794978,0,1892.377197265625,overall
2401161,4,building made of grey concrete,6604,0.13161670918367346,0.0788455074014017,0.15734274936753145,0.13647258534422793,0,5728.0361328125,overall
2401161,5,building holding the bear,1110,0.022122130102040817,0.004930662895373471,0.005275550535768483,0.07013208200265696,0,14756.111328125,overall
2401163,0,Flower pedals on the path,2090,0.04165338010204082,0.00020880967276828497,0.0002587610913965153,0.0010805185902061645,0,8727.29296875,overall
2401163,1,blue umbrella in garden,1960,0.0390625,0.01291224676144176,0.017292061316217865,0.04850636696328922,0,5498.0419921875,overall
2401163,2,The tree has pink flowers,4850,0.09665975765306123,0.0006137931138605384,0.0013704004964529646,0.0011104944563403573,0,3930.16357421875,overall
2401163,3,The flowers are pink,1591,0.03170838647959184,0.12786925983021616,0.1762164788110616,0.3178993479250962,1,2870.20751953125,overall
2401163,4,The woman is wearing a skirt,1749,0.034857302295918366,0.03817176019892265,0.04341035477745175,0.24030382037503573,0,9681.8232421875,overall
2401163,5,yellow umbrella in garden,288,0.005739795918367347,0.0011232260697302738,0.001185259110460576,0.021010455158021715,0,5105.22216796875,overall|small
2401164,0,The trees are green.,33726,0.6721540178571429,0.28145756164328267,0.9260813786661215,0.2879259857936014,1,10485.6787109375,overall
2401164,1,car with back to camera,729,0.014528858418367346,0.03394161280610383,0.036725518538028294,0.30927807215309927,0,6139.15673828125,overall|small
2401165,0,brown hair on kid's head,4200,0.08370535714285714,0.020095934147002673,0.023908643063271996,0.11191401890345982,0,19659.7890625,overall|part
2401165,1,The open mouth of the baby.,1125,0.022421077806122448,0.0035691799283220035,0.008305585927764996,0.006219852871365017,0,842.4853515625,overall
2401165,2,eyebrow of the kid,1586,0.03160873724489796,0.02280499546115893,0.04436092616493243,0.044827609164417165,0,1602.6849365234375,overall
2401165,3,blue shirt on kid,3230,0.0643734056122449,0.06706207695974646,0.13685343216277915,0.11621866610028057,0,2742.98046875,overall|text
2401165,4,baby laying on white sheet,4176,0.08322704081632654,0.06534132918601238,0.07316813692020328,0.37920470256001554,0,21642.73828125,overall
2401165,5,white sheet under baby,1480,0.029496173469387755,0.011235855140068784,0.017615136391244773,0.030091991940060177,0,2528.28857421875,overall
2401165,6,The nose and nostril of the baby.,560,0.011160714285714286,0.0009690180684184629,0.0014366279294689727,0.002968257027012961,0,1157.0316162109375,overall|small
2401166,0,head of a man in wheelchair,2450,0.048828125,0.07792784404618752,0.10082800611797266,0.25546018016581634,0,6207.376953125,overall|part
2401166,1,a pair of blue and white socks,858,0.01709980867346939,0.0026388588662547563,0.002994554375630293,0.021733377363298324,0,6227.04931640625,overall|small
2401166,2,Man is holding pizza on paper plate.,1197,0.023856026785714284,0.053011378864534504,0.07195003039427467,0.1676350452547384,0,2788.8681640625,overall
2401166,3,a white arm cast,986,0.019650829081632654,0.004263121997461208,0.004631968361055085,0.050815752505288886,0,10817.0712890625,overall|small|part
2401166,4,wrist tag on the man,270,0.005381058673469388,0.00019688073938272743,0.00020290577149714476,0.00658670531378852,0,8764.7109375,overall|small
2401166,5,Left wheel on man's wheelchair.,3560,0.07095025510204081,0.0026174928404079944,0.004430044209848208,0.006356729550308056,0,5108.29150390625,overall|part
2401166,6,a metal gated window,4154,0.08278858418367346,0.23396921861948616,0.26635415793401673,0.6580390324085219,0,10262.6298828125,overall|part
2401167,0,elephants splashing water,11800,0.23517219387755103,0.1578859227562484,0.5286986927181647,0.18374751721398305,1,4101.0517578125,overall
2401167,1,river has brown water,10309,0.20545679209183673,0.1928263393071551,0.2797205250156775,0.38299258005747405,0,14115.0546875,overall
2401167,2,branches of a small tree,195,0.0038863201530612247,0.01672456270142981,0.01706264308232488,0.45772274702023236,0,5231.0732421875,overall|small|part
2401167,3,edge of a river bank,297,0.005919164540816327,0.007632930993199634,0.007792185754193892,0.2719182486485953,0,10364.193359375,overall|small
2401167,4,water rippling around the back of the elephant ,390,0.007772640306122449,0.003581575888933596,0.0037562319698588613,0.07151814974271334,0,7425.54736328125,overall|small
2401167,5,photographers name and copy right ,918,0.01829559948979592,0.0014390040735673653,0.0017074616749049993,0.009069440671301615,0,4876.095703125,overall|small
2401167,6,the dirt is brown,1196,0.02383609693877551,0.03137614688123691,0.03937669112888543,0.13376834320782818,0,4062.98583984375,overall
2401168,0,The bottle on the table,4400,0.08769132653061225,0.09917465604776289,0.13453839994401665,0.27394264914772726,0,8959.134765625,overall
2401168,1,round basic white plate,1404,0.027981505102040817,0.07193418119356078,0.08745498997773674,0.28842184822104255,0,4630.31640625,overall
2401168,2,blue corner of a napkin,992,0.019770408163265307,0.013187621627962404,0.017295893815002225,0.05259976079387049,0,3016.841064453125,overall|small
2401168,3,melted mozzarella cheese on pizza,798,0.015904017857142856,0.011287331923302142,0.013469960693839727,0.06512269519624256,0,3858.0595703125,overall|small
2401168,4,tomatoes on a pizza,4131,0.08233019770408163,0.004230710780131806,0.005257849599292097,0.021197632766756878,0,16654.607421875,overall
2401168,5,metallic finish picture frame,2320,0.04623724489795918,0.00424789141625996,0.013388423782842343,0.006183545342807112,0,1071.5096435546875,overall
2401168,6,cheese on a pizza,238,0.004743303571428571,0.0011463512052535185,0.0011677759341299752,0.05880847097444935,0,11985.5322265625,overall|small
2401169,0,the light is turned on,5124,0.10212053571428571,0.014905733417026763,0.1408664961527425,0.0163963029014236,0,596.413330078125,overall
2401169,1,The man's blue tie,330,0.006576849489795918,0.021463079388419085,0.02206230945157181,0.4414102265329072,0,6602.45361328125,overall|small
2401169,2,a small picture on a wall,1440,0.028698979591836735,0.0047992594113366455,0.048207520027410446,0.005301613277859158,0,158.36373901367188,overall
2401169,3,The table the cake is on,6496,0.12946428571428573,0.012269539975219847,0.01712533564503745,0.041477198671237586,0,15733.173828125,overall
2401169,4,three grapes on top of round red cheese,221,0.004404496173469388,0.0017853561869973374,0.001822053208598953,0.08142706064077523,0,9876.4296875,overall|small
2401169,5,A green apple.,800,0.01594387755102041,4.287185847954205e-05,6.512839824380522e-05,0.0001254384219646454,0,1540.8138427734375,overall|small
2401170,0,Trees grow high roof building,3450,0.06875797193877552,0.0021452085562898363,0.002681984317691203,0.010604804218679235,0,13641.6064453125,overall
2401170,1,black umbrella over person's head,1518,0.030253507653061226,0.024589039155381638,0.03289488039314674,0.0887416995404109,0,4095.1630859375,overall|part
2401170,2,The leaves are green.,240,0.0047831632653061226,8.426147257995952e-05,0.00012272621346514566,0.00026877373456954954,0,525.6065063476562,overall|small|part
2401170,3,blue bench with red edging,3645,0.07264429209183673,0.22079333558767933,0.25295525430042554,0.6345766085819616,1,9144.03515625,overall
2401170,4,large blue and red sign,3591,0.07156808035714286,0.143517553215531,0.1570425519832611,0.6249656666623155,1,14290.7236328125,overall|text
2401170,5,Wall is made of brick.,432,0.00860969387755102,0.00023778126456598948,0.00032227188836540544,0.000906145269120181,0,1214.67236328125,overall|small
2401170,6,white and blue sneakers,276,0.005500637755102041,9.950962023147753e-05,0.00010328016942018582,0.0027182866697726044,0,7264.193359375,overall|small
2401171,0,Black and white pole by the road,264,0.0052614795918367345,0.013457347533250832,0.013816227063533235,0.3412749550559304,0,6521.0703125,overall|small
2401171,1,the bus is red and white.,3025,0.06028778698979592,0.20268233327542368,0.21248028954445536,0.8146571539256199,0,11597.9599609375,overall
2401171,2,a policeman,144,0.0028698979591836736,0.020856120448804784,0.021109984290658922,0.6342737409803603,0,4326.6455078125,overall|small
2401171,3,street light on top of metal pole,1272,0.025350765306122448,0.017624066433867863,0.04610428057557112,0.027738763101445803,0,765.3021850585938,overall
2401171,4,Red and white poles to divide the road,2068,0.04121492346938776,0.026061341255060464,0.028331222175478194,0.24544317072088068,0,17915.798828125,overall
2401171,5,cobb stone parking lot,4941,0.09847337372448979,0.2138778763058372,0.4544370538370772,0.2877664201246585,1,3128.82470703125,overall
2401171,6,Light on a car,450,0.00896843112244898,0.002580012572255109,0.002768971278346045,0.03642979515923394,0,5920.396484375,overall|small
2401172,0,tall white building in background,9100,0.18136160714285715,0.3006435090637416,0.44390466409925566,0.48228504893543955,1,9886.7939453125,overall
2401172,1,white post with lamp,2834,0.0564811862244898,0.16985991988536936,0.20660334642233952,0.48851707743858064,0,6701.04052734375,overall
2401172,2,white chairs on patio,3481,0.06937579719387756,0.016084794484229073,0.021611592418201757,0.05917490778624138,0,9531.359375,overall
2401172,3,flowers planted in boxes attached to railing,720,0.014349489795918368,0.009068335281741906,0.011692839971354648,0.038832839330037436,0,2391.176513671875,overall|small
2401172,4,A green tree in the distance.,3675,0.0732421875,0.000316481720987614,0.001949687898526264,0.0003776666745036638,0,711.870361328125,overall
2401172,5,A little black fence.,2040,0.04065688775510204,0.008700332600557074,0.0104131518574218,0.05023678798301547,0,9841.693359375,overall
2401172,6,path in garden,864,0.01721938775510204,0.019911014355740685,0.02104022928427068,0.27060236754240813,0,11112.0673828125,overall|small
2401173,0,a man holding a dog,7590,0.15126753826530612,0.16210718195949722,0.6233481159227544,0.17971008059535573,0,2188.1826171875,overall
2401173,1,a chair facing away from the poo,266,0.005301339285714286,0.01424374653476474,0.014418674519136799,0.5400310889222568,0,9962.654296875,overall|small
2401173,2,a lounge at a pool,714,0.014229910714285714,0.013950290202127803,0.014916068628197934,0.1772640238956911,0,8485.24609375,overall|small
2401173,3,Swimming pool drain,48,0.0009566326530612245,0.0009352408901997854,0.0009375560882713493,0.274696151415507,0,14063.6015625,overall|small
2401173,4,a hill in the distance,392,0.0078125,0.023936341119149846,0.024553463245859258,0.48779837939204,0,7787.77978515625,overall|small
2401173,5,grey overcast blue sky,2701,0.053830516581632654,0.0015267550934450003,0.002449020695815526,0.004037835870747741,0,4453.2880859375,overall
2401173,6,The eyes of the dog.,98,0.001953125,0.00859822502028928,0.00878315710248784,0.2899561706854373,0,3235.24951171875,overall|small|part
2401174,0,back of traffic sign,2288,0.045599489795918366,0.016699711354090006,0.019151139710783086,0.11540599636264615,0,13787.634765625,overall|text
2401174,1,A man in a blue shirt,4392,0.08753188775510204,0.039364514445140934,0.06262814920878752,0.09581912931848745,0,6719.6240234375,overall|text
2401174,2,roof of building,5544,0.11049107142857142,0.019537323434955896,0.03160157283501794,0.048685280275551274,0,8541.068359375,overall
2401174,3,backpack strap on boy's shoulder.,153,0.003049266581632653,0.0023121527256640285,0.0023632699411395993,0.09657300063987183,0,6252.2138671875,overall|small
2401174,4,A white clouded sky,476,0.009486607142857142,0.0018449056612769713,0.002193947241498239,0.011463464809065106,0,2487.11962890625,overall|small
2401174,5,red shirt on young boy.,182,0.003627232142857143,0.007096740466625816,0.007295772394339489,0.206437498658568,0,5149.7802734375,overall|small|text
2401174,6,red heart shaped pillow.,377,0.007513552295918368,0.03587023227539602,0.03643162162545018,0.6995025553817142,0,7238.5595703125,overall|small
2401175,0,bare human foot on top of bed sheet,4664,0.09295280612244898,0.0514407550654836,0.08714211701608691,0.1115532117683319,0,5970.52490234375,overall
2401175,1,hands of young boy sleeping in bed,1440,0.028698979591836735,0.041614307468659704,0.05118312087870187,0.1820662604437934,0,5122.30224609375,overall
2401175,2,part of a leg,420,0.008370535714285714,0.001170331963195877,0.001231304677641025,0.023088425681704567,0,7875.4990234375,overall|small|part
2401175,3,part of a doll,15,0.00029894770408163266,0.0009222270936400396,0.0009240597318807075,0.3174102465311686,0,5152.4306640625,overall|small
2401175,4,part of a pillow,108,0.002152423469387755,0.003856642451163928,0.003920942517233867,0.19039715660942924,0,5244.375,overall|small
2401175,5,wrinkles in white pillow,1800,0.03587372448979592,0.008912589350301295,0.010067816901210985,0.07207498338487413,0,12886.107421875,overall
2401175,6,horns of stuffed dinosaur,1305,0.02600845025510204,0.04654035415227767,0.05179382541246378,0.3145238883650623,0,7924.7607421875,overall
2401176,0,man driving a car,462,0.009207589285714286,0.014048551493506471,0.014630753051165086,0.26092397186147187,0,8239.2802734375,overall|small
2401176,1,large shadow on the street,1925,0.038364955357142856,0.00434082253019503,0.005776450593695405,0.017166086172128652,0,5720.591796875,overall
2401176,2,a white fire hydrant,250,0.0049824617346938774,0.0023911060168412086,0.0024164668820040786,0.185556640625,0,19197.1015625,overall|small
2401176,3,red and white cap,770,0.015345982142857142,0.007324749918419262,0.008175341726218917,0.0657704935445414,0,6194.6376953125,overall|small
2401176,4,Tail light on taxi cab,480,0.009566326530612245,0.018595074007646248,0.020291232492571438,0.18197320302327474,0,4304.673828125,overall|small|part
2401176,5,Headlights and grill on front of car,288,0.005739795918367347,0.024926991048167445,0.026279695305362075,0.3262680106692844,0,3575.581298828125,overall|small
2401176,6,round metal manhole cover,564,0.011240433673469387,0.005115782213564519,0.006064773560852089,0.031658683262818246,0,2944.132568359375,overall|small
2401177,0,sun shining on ocean,1406,0.028021364795918366,0.0651368437935389,0.08708764965939206,0.20535525760135134,0,3315.3896484375,overall
2401177,1,Orange color in the sky.,1400,0.027901785714285716,0.0002225628100176928,0.0002747484755766818,0.0011703831808907645,0,5963.76904296875,overall
2401177,2,Silhouette of a person.,1400,0.027901785714285716,0.11885060934156678,0.12990296664324097,0.5827945818219866,0,6280.9375,overall
2401177,3,blue sky,3835,0.07643096301020408,0.01411926165923095,0.02782169285174449,0.027869082056714473,0,3841.5322265625,overall
2401177,4,a surfer waiting to catch a wave,8,0.00015943877551020407,0.000250499281578242,0.0002505733706953533,0.4586406946182251,0,14642.9189453125,overall|small
2401177,5,the wet sand has a reflection of the sun,10990,0.21902901785714285,0.009235018200173226,0.05216056525057742,0.011097311170888663,0,2338.154296875,overall
2401177,6,a surfboard standing on end,756,0.015066964285714286,0.004830853076508799,0.00507113053403006,0.09252329225893374,0,13793.296875,overall|small
2401179,0,one lap top computer,7084,0.14118303571428573,0.0534754234091064,0.10581964052840487,0.0975596655700787,0,6531.04345703125,overall
2401179,1,Person wearing plaid shirt.,2982,0.05943080357142857,0.006698969715200412,0.015083160643173754,0.011907939539908723,0,2354.246337890625,overall|text
2401179,2,glasses around man's face,960,0.01913265306122449,0.01278702733308712,0.021751645035403923,0.03009263277053833,0,1328.1260986328125,overall|small|part
2401179,3,A thick black watch,286,0.005699936224489796,0.014466390503777475,0.01504708338016905,0.27265180574430453,0,5182.29443359375,overall|small
2401179,4,part of an elbow,247,0.004922672193877551,0.011791520130526785,0.011882235319348584,0.6069954937768851,0,12617.818359375,overall|small
2401179,5,A white corded phone,725,0.014449139030612245,0.00909413696335426,0.009467605325622096,0.1873491800242457,0,14346.6220703125,overall|small
2401179,6,"A silver, metal desktop computer tower",1482,0.029536033163265307,0.08560929488116199,0.09381098557880628,0.4947452519425818,0,7815.8486328125,overall
2401180,0,a small memo board,1476,0.029416454081632654,0.10797041054249705,0.11687673958806133,0.58624399903667,0,7403.4931640625,overall
2401180,1,a light fixture is hanging from the ceiling,672,0.013392857142857142,0.001182894690322198,0.0014021098821105824,0.007509033594812665,0,3598.912353515625,overall|small
2401180,2,edge of a wall,182,0.003627232142857143,7.565949409795113e-05,7.804275941659082e-05,0.0024714338910448684,0,5763.51953125,overall|small
2401180,3,a blanket folded on the arm of a chair,1728,0.03443877551020408,0.08051854634275647,0.08395100220773417,0.6632228427463107,0,13651.404296875,overall|part
2401180,4,blinds on the window,2156,0.04296875,0.1230645102077075,0.13951156874679896,0.5107369219438486,0,7892.88525390625,overall|part
2401180,5,wheel on the chair,182,0.003627232142857143,0.0007152416488648465,0.0007294981325881633,0.03530644060491205,0,8808.4833984375,overall|small|part
2401180,6,part of a floor,780,0.015545280612244899,0.0035968793811988475,0.0044983597379218065,0.01763185721177321,0,3057.302978515625,overall|small
2401181,0,two tall giraffes,27342,0.544921875,0.13774668973435522,0.5726056439997054,0.15353200461972424,0,7331.1748046875,overall
2401182,0,Two buildings are in the distance.,676,0.013472576530612245,0.025783283014323637,0.028446348830725696,0.21593962900737335,0,5131.5966796875,overall|small
2401182,1,The trees are bare.,9360,0.18654336734693877,0.04355384292394508,0.15197951640911292,0.057536563710269766,0,3543.5185546875,overall
2401182,2,The ground is concrete.,19184,0.3823341836734694,0.22851674779609366,0.3498767256016561,0.3971567798197717,0,21776.400390625,overall
2401182,3,A patch of blue sky.,408,0.008131377551020409,0.0003746513345535313,0.0004168113891560336,0.0036902863020990407,0,3612.273681640625,overall|small
2401182,4,a cloud in the sky,1400,0.027901785714285716,0.0004357758088381303,0.0007418420176883878,0.001055117164339338,0,1991.2110595703125,overall
2401183,0,The person is wearing a jacket.,595,0.011858258928571428,0.012341600663638312,0.012589730856129482,0.3850669027376576,0,18198.546875,overall|small
2401183,1,house next to trees,4752,0.09470663265306123,0.006440502894122078,0.010103635160078304,0.017454108806571576,0,8209.1171875,overall
2401183,2,a tall tree trunk,1375,0.027403539540816327,0.053782872399088556,0.061602217117559734,0.29761037375710225,0,6642.849609375,overall
2401183,3,black number five on sign,162,0.0032286352040816328,0.00010740714975218938,0.00011268650436066853,0.0022873348659939235,0,3288.310791015625,overall|small|text
2401183,4,a woman holding an umbrella,1752,0.03491709183673469,0.006306169152538239,0.012891287895527665,0.012194659611950182,0,1657.32421875,overall
2401183,5,a partial speed limit sign,96,0.001913265306122449,7.617761388587819e-05,7.786579798919294e-05,0.003501313738524914,0,4316.736328125,overall|small|text
2401183,6,a row of street lights,1100,0.021922831632653062,0.003712969114971019,0.004216733271337087,0.030142423456365412,0,7863.11669921875,overall
2401186,0,A white clouded sky,1190,0.023716517857142856,0.0002055440642212567,0.00024325785179699037,0.0013240252222333636,0,6477.03662109375,overall
2401186,1,the water has waves in it,15228,0.30349170918367346,0.11726821988393323,0.5188394538601938,0.1315775441158967,1,3861.816650390625,overall
2401186,2,many trees are in the background,5974,0.1190609056122449,0.02917997022291436,0.06367398167480492,0.05111146715519857,0,4795.36376953125,overall
2401186,3,shadow of person on ground,2280,0.04544005102040816,0.008129815571970027,0.013041802934218612,0.021129362206710012,0,3693.886962890625,overall
2401186,4,A small patch of grass,1696,0.03380102040816327,0.0005901350234686989,0.0007025001958383104,0.0036759258441205296,0,8874.5458984375,overall
2401186,5,a small portion of road,693,0.013811383928571428,0.00047828802056179125,0.0005114928684995145,0.007313741405976971,0,9909.078125,overall|small
2401187,0,flat screen TV,1768,0.035235969387755105,0.001239986651887671,0.0016006028303509243,0.0054735829927263216,0,6046.03125,overall
2401187,1,bay windows at the far end,5850,0.11658960459183673,0.089595329423019,0.1830023039325099,0.14932317750066773,0,4773.3857421875,overall
2401187,2,picture on a wall,3636,0.07246492346938775,0.0018312485890812156,0.0038488454295972506,0.0034811992456417274,0,3288.68505859375,overall
2401187,3,a typewriter on a small desk,609,0.012137276785714286,0.000689151143747075,0.0007269654999285877,0.013075416702746562,0,10953.654296875,overall|small
2401187,4,a large clock on the wall,671,0.013372927295918368,0.03598796421749983,0.038611568491186465,0.34624912131205754,0,6017.1904296875,overall|small
2401187,5,the floor is brown,5720,0.11399872448979592,0.1069430556901896,0.13448779772751687,0.34303529112489073,0,14589.8876953125,overall
2401187,6,a picture leaning against the wall on top of the fireplace,403,0.008031728316326531,0.024255015462711492,0.02579800324938423,0.28852564052080104,0,4507.1640625,overall|small
2401188,0,black and grey sneaker cleats,289,0.0057597257653061226,0.010973044599634788,0.012513945343089153,0.08182260981893044,0,1889.630615234375,overall|small
2401188,1,The red sneakers the player is wearing.,561,0.01118064413265306,0.0005823287951613757,0.0006051018399529137,0.015237272741960331,0,14126.7294921875,overall|small
2401188,2,The white and black shirt the player in red sneakers is wearing.,1248,0.024872448979591837,0.02691456527779346,0.03164885066856381,0.15248831724509215,0,6013.02783203125,overall|text
2401188,3,soccer player in black and white uniform,3636,0.07246492346938775,0.09429820447428787,0.12301341997202603,0.287731577723202,0,8504.6982421875,overall
2401188,4,the soccer post,3920,0.078125,0.13118186647107424,0.20773550541433336,0.2625229193239796,0,4953.8466796875,overall
2401188,5,soccer player in black and red uniform,4464,0.08896683673469388,0.04011504072559171,0.053566760009545564,0.13774081541218638,0,11478.6669921875,overall
2401188,6,The number 8 on the boy's shirt.,156,0.0031090561224489796,0.0017997007735727922,0.0018837889712005468,0.03875533128396059,0,3209.399658203125,overall|small|text
2401189,0,the cycle has a backrest for a passenger,3773,0.0751953125,0.16768091279654324,0.18418734865289324,0.651697841778757,0,13349.7548828125,overall
2401189,1,the pussy cat has blue eyes,1020,0.02032844387755102,0.00056031426513934,0.0006123735123391395,0.006547826411677342,0,10906.3876953125,overall|part
2401189,2,copyright mark on side,6438,0.12830835459183673,0.05421848312398581,0.2468493032253184,0.06496526855013689,0,1694.3389892578125,overall
2401189,3,Two front paws on a white and tan cat. ,882,0.017578125,0.0196368380976222,0.02175072867067202,0.16808914219170742,0,6816.076171875,overall|small
2401189,4,Pink tongue of a cat. ,84,0.0016741071428571428,0.009207174510684457,0.009253146321055486,0.649517331804548,0,5896.31396484375,overall|small
2401189,5,Nose on the face of a white cat. ,196,0.00390625,0.0012587258494084416,0.0012985073723636646,0.03946458563512685,0,5956.884765625,overall|small|part
2401189,6,A cat's left side whiskers. ,1334,0.02658641581632653,0.0049288095187452665,0.006082190629507132,0.025332935567738593,0,5556.244140625,overall
2401190,0,white snow on a hill,13392,0.2669005102040816,0.3629409070158873,0.5617475176258335,0.5063008407538082,1,12070.1572265625,overall
2401190,1,The rock the elephant is leaning on.,9880,0.19690688775510204,0.14697440436217157,0.46006545716675773,0.17761036490621837,1,3814.218994140625,overall
2401190,2,small rocks in a pile,2992,0.05963010204081633,0.04247561340051048,0.09428952251662481,0.07174996768727022,0,2276.773681640625,overall
2401191,0,Man's face who is playing tennis,2597,0.0517578125,0.07126434525639477,0.09578201935054023,0.21777527066988353,0,5904.68212890625,overall|part
2401191,1,Socks are white,5069,0.10102439413265306,0.06421475912227884,0.14016367439471586,0.10595209449441458,0,3831.742919921875,overall
2401191,2,a tennis ball,864,0.01721938775510204,0.0002636337099972337,0.00036306243877961116,0.0009617285320052395,0,2288.67919921875,overall|small
2401191,3,Handle of racket is white,384,0.007653061224489796,0.0036923873475183905,0.0038773376592128855,0.07184650003910065,0,7115.4638671875,overall|small|part
2401191,4,chains holding a banner in place,946,0.018853635204081634,0.023189210409706094,0.024196001826720118,0.35786350887371166,0,13991.521484375,overall|small
2401191,5,a wristband,154,0.0030691964285714285,0.0008229449231282248,0.0008559791746339088,0.020878819676188678,0,3756.32763671875,overall|small
2401192,0,red mouth and white teeth,3978,0.07928093112244898,0.11800340377445234,0.1304257700578765,0.5533619722929236,0,16877.599609375,overall
2401192,1,The cat's right ear.,364,0.007254464285714286,0.0038444718649454823,0.003992891714210122,0.09373219458611456,0,8544.814453125,overall|small
2401192,2,The cat's right eye.,2016,0.04017857142857143,0.0270629628109093,0.05026128703850128,0.05538680818345812,0,2221.586669921875,overall|part
2401192,3,part of a doll's hair,15,0.00029894770408163266,0.00012000149808959642,0.00012043333353485072,0.03238310813903809,0,4033.32373046875,overall|small|part
