sample_id,slot_idx,source_idx,phrase,gt_area,area_frac,soft_iou,mass_in_gt,gt_coverage,peak_in_gt,pred_sum,slices
2401167,2,4,water rippling around the back of the elephant ,390,0.007772640306122449,0.009650274868145842,0.010003141934055985,0.2148042727739383,0,8374.7353515625,overall|small
2401167,3,5,photographers name and copy right ,918,0.01829559948979592,0.0272889865559189,0.02968110231453523,0.25295009903918164,0,7823.435546875,overall|small
2401167,4,7,section of water plantation,253,0.005042251275510204,0.003238813802451777,0.0034870262292501317,0.043520448707309166,0,3157.611328125,overall|small
2401167,5,0,elephants splashing water,11800,0.23517219387755103,0.181752261728004,0.3429734744106211,0.2788375595868644,1,9593.404296875,overall
2401167,6,1,river has brown water,10309,0.20545679209183673,0.1184785042697983,0.16859466543047594,0.2849844113759821,0,17425.84375,overall
2401168,0,2,blue corner of a napkin,992,0.019770408163265307,0.005217250353724519,0.00714791078996433,0.01894986437213036,0,2629.896484375,overall|small
2401168,1,3,melted mozzarella cheese on pizza,798,0.015904017857142856,0.021345062627296754,0.022360728787909914,0.31969511180294485,0,11409.140625,overall|small
2401168,2,6,cheese on a pizza,238,0.004743303571428571,0.005043239659851353,0.005102867402359671,0.30147799323586855,0,14061.0673828125,overall|small
2401168,3,0,The bottle on the table,4400,0.08769132653061225,0.0689559580495645,0.12647508796586837,0.13166011463512073,0,4580.38427734375,overall
2401168,4,1,round basic white plate,1404,0.027981505102040817,0.02087407509879099,0.09975721023835508,0.025718857420136108,0,361.9715881347656,overall
2401168,5,4,tomatoes on a pizza,4131,0.08233019770408163,0.05405484147829937,0.06404188706438184,0.2574035600206518,0,16603.728515625,overall
2401168,6,5,metallic finish picture frame,2320,0.04623724489795918,0.00023893517787160594,0.001284905532894745,0.00029342996663060683,0,529.8113403320312,overall
2401169,0,1,The man's blue tie,330,0.006576849489795918,0.019354203233699113,0.019401640857603295,0.887838652639678,1,15101.1328125,overall|small
2401169,1,4,three grapes on top of round red cheese,221,0.004404496173469388,0.009688029812743212,0.009721400055967099,0.7383781881893382,0,16785.810546875,overall|small
2401169,2,5,A green apple.,800,0.01594387755102041,0.0029938492173120627,0.006047982419068581,0.005893663167953491,0,779.5873413085938,overall|small
2401169,3,0,the light is turned on,5124,0.10212053571428571,0.024514081321921864,0.051124341794219,0.04497873811029439,0,4508.04931640625,overall
2401169,4,2,a small picture on a wall,1440,0.028698979591836735,0.002481967506625846,0.018950311086078534,0.0028478946950700546,0,216.40638732910156,overall
2401169,5,3,The table the cake is on,6496,0.12946428571428573,0.0037270349695955134,0.006029166133184822,0.00966656325485906,0,10415.0380859375,overall
2401170,0,2,The leaves are green.,240,0.0047831632653061226,0.0004304268231486739,0.0006029400393657323,0.0015020978947480519,0,597.9093627929688,overall|small|part
2401170,1,5,Wall is made of brick.,432,0.00860969387755102,5.997365883593543e-05,7.911929616782089e-05,0.0002477795782464522,0,1352.903564453125,overall|small
2401170,2,6,white and blue sneakers,276,0.005500637755102041,0.00015292191141892244,0.00016578854538637904,0.001966547274935073,0,3273.851318359375,overall|small
2401170,3,7,The pants are black.,108,0.002152423469387755,8.017309302023604e-05,8.240463846816093e-05,0.002951825658480326,0,3868.679931640625,overall|small
2401170,4,8,White line on the road.,225,0.00448421556122449,1.8153898177727784e-05,1.8448493813816644e-05,0.0011355625258551703,0,13849.4541015625,overall|small
2401170,5,4,large blue and red sign,3591,0.07156808035714286,0.01244889764355432,0.015036649657121665,0.06745716882130456,0,16109.884765625,overall|text
2401170,6,1,black umbrella over person's head,1518,0.030253507653061226,0.0864117054113961,0.0903932801634236,0.6623670253829052,1,11123.3173828125,overall|part
2401171,0,8,red flag with yellow design,385,0.007672991071428571,0.0025148348801887015,0.0026712395298150214,0.04118212662733994,0,5935.4912109375,overall|small|text
2401171,1,7,Handle on a car door,96,0.001913265306122449,0.00027993884159242496,0.0002827952271526169,0.02696780612071355,0,9154.7138671875,overall|small|part
2401171,2,0,Black and white pole by the road,264,0.0052614795918367345,0.00313215645321011,0.0031998591696166204,0.12894740249171402,0,10638.62890625,overall|small
2401171,3,2,a policeman,144,0.0028698979591836736,0.0047686631788275945,0.005038128166108278,0.08186011844211155,0,2339.7294921875,overall|small
2401171,4,6,Light on a car,450,0.00896843112244898,0.005531520843214829,0.005867555042121436,0.08807957119411892,0,6755.08056640625,overall|small
2401171,5,1,the bus is red and white.,3025,0.06028778698979592,0.06156471902412407,0.07011709895549133,0.3354339448282541,0,14471.330078125,overall
2401171,6,3,street light on top of metal pole,1272,0.025350765306122448,0.022997916854365755,0.05493823791769642,0.038051836145748884,0,881.0245361328125,overall
2401172,0,3,flowers planted in boxes attached to railing,720,0.014349489795918368,0.0054708153755363585,0.005721085849445681,0.11115908092922634,0,13989.396484375,overall|small
2401172,1,6,path in garden,864,0.01721938775510204,0.003943933319706491,0.0044991121373842,0.03097134828567505,0,5947.67236328125,overall|small
2401172,2,0,tall white building in background,9100,0.18136160714285715,0.05426824744023375,0.16305014057327472,0.07522247649811126,0,4198.24560546875,overall
2401172,3,1,white post with lamp,2834,0.0564811862244898,0.0012694467379939886,0.00198901277401548,0.0034967141834547086,0,4982.21435546875,overall
2401172,4,2,white chairs on patio,3481,0.06937579719387756,0.04139300745131499,0.05965300265291193,0.11911775215848086,0,6951.0146484375,overall
2401172,5,4,A green tree in the distance.,3675,0.0732421875,2.893127353806195e-05,8.843888089641954e-05,4.2995165805427396e-05,0,1786.6263427734375,overall
2401172,6,5,A little black fence.,2040,0.04065688775510204,0.002381650511811473,0.002769392394787442,0.016726086186427697,0,12320.8310546875,overall
2401173,0,6,The eyes of the dog.,98,0.001953125,0.0009167075517112874,0.000986365290304509,0.012814392848890655,0,1273.1697998046875,overall|small|part
2401173,1,1,a chair facing away from the poo,266,0.005301339285714286,0.009497907782176546,0.0099879523668326,0.16218695963235727,0,4319.376953125,overall|small
2401173,2,2,a lounge at a pool,714,0.014229910714285714,0.012072043751451225,0.012848387957066115,0.1665212486972328,0,9253.78125,overall|small
2401173,3,3,Swimming pool drain,48,0.0009566326530612245,0.00045357615711732395,0.0004546901825755497,0.15620885292689005,0,16490.404296875,overall|small
2401173,4,4,a hill in the distance,392,0.0078125,0.0017018543912857421,0.0018922515833290996,0.016632464467262735,0,3445.591552734375,overall|small
2401173,5,8,top side of pool with blue designs,588,0.01171875,0.00980760249169389,0.01033809002401458,0.16046080297353316,0,9126.5361328125,overall|small
2401173,6,0,a man holding a dog,7590,0.15126753826530612,0.24666550841856744,0.4374844956456917,0.36123542232789857,1,6267.140625,overall
2401174,0,5,red shirt on young boy.,182,0.003627232142857143,0.010521886413986882,0.010640245180790178,0.48609874012706045,0,8314.6552734375,overall|small|text
2401174,1,3,backpack strap on boy's shoulder.,153,0.003049266581632653,0.0065164316442257965,0.0067504045012550485,0.1582541621588414,0,3586.87939453125,overall|small
2401174,2,4,A white clouded sky,476,0.009486607142857142,3.433205358913556e-05,0.0004089034959367837,3.7477418248142514e-05,0,43.627044677734375,overall|small
2401174,3,6,red heart shaped pillow.,377,0.007513552295918368,0.006175885969455076,0.007085876172431412,0.04588359863119353,0,2441.210693359375,overall|small
2401174,4,7,pole supporting the traffic light.,256,0.00510204081632653,0.003347307042063752,0.0033874922146536614,0.22007110714912415,0,16631.2421875,overall|small
2401174,5,8,giant stuffed animal.,651,0.012974330357142858,0.014848726075560939,0.016491449130281936,0.12972928704937117,0,5121.06396484375,overall|small
2401174,6,0,back of traffic sign,2288,0.045599489795918366,0.07929932248217254,0.08544862231809758,0.5242438149618935,0,14037.322265625,overall|text
2401175,0,2,part of a leg,420,0.008370535714285714,0.00525482671675953,0.005885364707640179,0.04675469171433222,0,3336.57666015625,overall|small|part
2401175,1,3,part of a doll,15,0.00029894770408163266,0.0003003016458483593,0.0003007961451736369,0.15445470809936523,0,7702.294921875,overall|small
2401175,2,4,part of a pillow,108,0.002152423469387755,0.0019682739704046026,0.0020029882029445256,0.10198577245076497,0,5499.015625,overall|small
2401175,3,7,section of a duve,364,0.007254464285714286,0.010565801918139243,0.01071780403801275,0.42693542648147753,0,14499.658203125,overall|small
2401175,4,8,part of a doll,189,0.0037667410714285715,0.0031238595529731,0.003190546440650298,0.13002396639061983,0,7702.294921875,overall|small
2401175,5,9,part of a blanket,312,0.006218112244897959,0.007039747322576351,0.007336606593188978,0.14819741860414162,0,6302.3134765625,overall|small
2401175,6,0,bare human foot on top of bed sheet,4664,0.09295280612244898,0.046106242243727155,0.08411464567508782,0.09258829708982699,0,5133.84814453125,overall
2401176,0,4,Tail light on taxi cab,480,0.009566326530612245,0.01269648760874677,0.013183098525682554,0.2559351921081543,0,9318.666015625,overall|small|part
2401176,1,0,man driving a car,462,0.009207589285714286,0.0071963665859475345,0.007446924464427712,0.1761993474258489,0,10931.2373046875,overall|small
2401176,2,2,a white fire hydrant,250,0.0049824617346938774,0.00039266156110102603,0.00040211723943544447,0.016424274444580077,0,10211.123046875,overall|small
2401176,3,3,red and white cap,770,0.015345982142857142,2.1672289994497327e-05,2.3879203496880885e-05,0.0002344431234644605,0,7559.7666015625,overall|small
2401176,4,5,Headlights and grill on front of car,288,0.005739795918367347,0.008664281632360427,0.009415495366143967,0.09795780976613362,0,2996.3212890625,overall|small
2401176,5,6,round metal manhole cover,564,0.011240433673469387,0.008010346586154566,0.012956660060232612,0.020551537791042462,0,894.60302734375,overall|small
2401176,6,7,Tire on car,378,0.007533482142857143,0.0006342376875535569,0.000662826691683084,0.014491501308622815,0,8264.283203125,overall|small
2401177,0,4,a surfer waiting to catch a wave,8,0.00015943877551020407,0.00020373910399717264,0.00020376703091798154,0.5978395342826843,0,23471.4921875,overall|small
2401177,1,6,a surfboard standing on end,756,0.015066964285714286,0.01847176763669884,0.019211948562140677,0.3240724593874008,0,12752.4169921875,overall|small
2401177,2,0,sun shining on ocean,1406,0.028021364795918366,0.03163833121110514,0.03679763977185884,0.18410870699929988,0,7034.6044921875,overall
2401177,3,1,Orange color in the sky.,1400,0.027901785714285716,0.00024053517900555848,0.0003568919272099633,0.0007372307777404785,0,2891.9765625,overall
2401177,4,2,Silhouette of a person.,1400,0.027901785714285716,0.048873904442369144,0.15648145473178407,0.06635575430733817,1,593.6681518554688,overall
2401177,5,3,blue sky,3835,0.07643096301020408,3.9870559538058176e-05,0.0001391668427678739,5.5876712289285475e-05,0,1539.7862548828125,overall
2401177,6,5,the wet sand has a reflection of the sun,10990,0.21902901785714285,0.005962871195418219,0.040357529361646174,0.006948018789942206,0,1892.0565185546875,overall
2401179,0,2,glasses around man's face,960,0.01913265306122449,0.004188709186332982,0.00831223647300964,0.00837293267250061,0,967.0099487304688,overall|small|part
2401179,1,8,hair of a man,1000,0.01992984693877551,6.854089667291592e-05,0.00010151055439053108,0.00021098661422729492,0,2078.4697265625,overall|small|part
2401179,2,9,part of  a hair,960,0.01913265306122449,0.011013207561239637,0.013492236792247047,0.05655029614766439,0,4023.668212890625,overall|small|part
2401179,3,3,A thick black watch,286,0.005699936224489796,0.008137187254384034,0.008351404045933274,0.24083368261377294,0,8247.52734375,overall|small
2401179,4,4,part of an elbow,247,0.004922672193877551,0.0012212280338927451,0.001237082167844011,0.08700078894734865,0,17370.87109375,overall|small
2401179,5,5,A white corded phone,725,0.014449139030612245,0.03038267052648791,0.03171859654746222,0.41906704606681033,0,9578.7216796875,overall|small
2401179,6,7,part of a top,414,0.00825095663265306,0.0004083244003351025,0.00042952095460784283,0.008206269591326875,0,7909.73193359375,overall|small
2401180,0,5,wheel on the chair,182,0.003627232142857143,0.0021251556385222447,0.002138543791907716,0.2534303141164256,0,21568.095703125,overall|small|part
2401180,1,1,a light fixture is hanging from the ceiling,672,0.013392857142857142,7.199530427352495e-06,1.3998087397366935e-05,1.4823463667804996e-05,0,711.6234741210938,overall|small
2401180,2,2,edge of a wall,182,0.003627232142857143,0.004007187800701686,0.004178532521897767,0.08902261545369913,0,3877.465576171875,overall|small
2401180,3,6,part of a floor,780,0.015545280612244899,0.0016401314489631592,0.002491186510656086,0.004778011639912923,0,1496.013671875,overall|small
2401180,4,7,part of a wall,72,0.0014349489795918368,1.9637817770335113e-05,2.0232056510706778e-05,0.0006681623765163951,0,2377.79541015625,overall|small
2401180,5,8,computer monitor on wooden desk,403,0.008031728316326531,0.016272972458165242,0.01684468117505666,0.32407895980342744,0,7753.416015625,overall|small
2401180,6,3,a blanket folded on the arm of a chair,1728,0.03443877551020408,0.017025858147329067,0.01907532974844099,0.13679034621627242,0,12391.5927734375,overall|part
2401181,0,0,two tall giraffes,27342,0.544921875,0.23148422513827233,0.608026774672051,0.2720877886184716,1,12235.3564453125,overall
2401182,0,0,Two buildings are in the distance.,676,0.013472576530612245,0.03996797343353576,0.04118873224491175,0.5742017757257766,0,9423.9462890625,overall|small
2401182,1,3,A patch of blue sky.,408,0.008131377551020409,7.030639301424159e-08,7.373973254597206e-08,1.5100070181777518e-06,0,8354.8291015625,overall|small
2401182,2,1,The trees are bare.,9360,0.18654336734693877,0.008512913746342441,0.01983054038351719,0.014696950993986211,0,6936.94970703125,overall
2401182,3,2,The ground is concrete.,19184,0.3823341836734694,0.004681042887911091,0.010822712933307842,0.008181342092327917,0,14501.9892578125,overall
2401182,4,4,a cloud in the sky,1400,0.027901785714285716,0.0005148517390920464,0.0008501062883903255,0.0013038094554628644,0,2147.182373046875,overall
2401183,0,3,black number five on sign,162,0.0032286352040816328,2.586576847135744e-05,2.6362133852828055e-05,0.0013718551691667533,0,8430.2939453125,overall|small|text
2401183,1,5,a partial speed limit sign,96,0.001913265306122449,0.004088558225518107,0.004106079943042534,0.48930664857228595,0,11439.9716796875,overall|small|text
2401183,2,0,The person is wearing a jacket.,595,0.011858258928571428,0.0025122142261746853,0.002683539334907652,0.037860107421875,0,8394.4228515625,overall|small
2401183,3,1,house next to trees,4752,0.09470663265306123,0.09007920333816677,0.134722131818304,0.21373658870607112,0,7539.04541015625,overall
2401183,4,2,a tall tree trunk,1375,0.027403539540816327,0.04808705976565369,0.05539488686090456,0.26713627485795455,0,6630.79931640625,overall
2401183,5,4,a woman holding an umbrella,1752,0.03491709183673469,0.07235282001907915,0.09009741101802674,0.2686681878076841,0,5224.41943359375,overall
2401183,6,6,a row of street lights,1100,0.021922831632653062,0.010368200994695119,0.014746416466129897,0.03374313007701527,0,2517.04833984375,overall
2401186,0,5,a small portion of road,693,0.013811383928571428,0.006054249481349395,0.006260545132028293,0.1552134592295725,0,17181.080078125,overall|small
2401186,1,0,A white clouded sky,1190,0.023716517857142856,3.9201416313485976e-05,8.898670062925786e-05,7.00640828669572e-05,0,936.951904296875,overall
2401186,2,1,the water has waves in it,15228,0.30349170918367346,0.08748575464391183,0.3182630557881284,0.10766143037291502,0,5151.29931640625,overall
2401186,3,2,many trees are in the background,5974,0.1190609056122449,0.01009594398514543,0.017784512969260147,0.0228201192799004,0,7665.51171875,overall
2401186,4,3,shadow of person on ground,2280,0.04544005102040816,0.00025459069705708524,0.0005981465323812565,0.0004430577420351798,0,1688.83642578125,overall
2401186,5,4,A small patch of grass,1696,0.03380102040816327,0.0030944398977359867,0.0037264413123573033,0.01791866882792059,0,8155.25048828125,overall
2401187,0,3,a typewriter on a small desk,609,0.012137276785714286,0.00037814738854573737,0.0004032345015976581,0.006041383508390981,0,9124.2255859375,overall|small
2401187,1,4,a large clock on the wall,671,0.013372927295918368,0.042861304227281,0.053006520332849194,0.18296707085099198,0,2316.147216796875,overall|small
2401187,2,6,a picture leaning against the wall on top of the fireplace,403,0.008031728316326531,0.0006781582653988314,0.001140814578337659,0.0016694061513574188,0,589.7283325195312,overall|small
2401187,3,0,flat screen TV,1768,0.035235969387755105,0.00024248118946848844,0.0002678200630797653,0.002556361224316903,0,16875.68359375,overall
2401187,4,1,bay windows at the far end,5850,0.11658960459183673,0.03245993445618553,0.16181545381315648,0.03902084220168937,0,1410.6929931640625,overall
2401187,5,2,picture on a wall,3636,0.07246492346938775,0.05887053616643415,0.3308600913285271,0.06682705013665428,0,734.3984985351562,overall
2401187,6,5,the floor is brown,5720,0.11399872448979592,0.11183338655293262,0.13066783015999794,0.43689481295072113,0,19125.123046875,overall
2401188,0,6,The number 8 on the boy's shirt.,156,0.0031090561224489796,0.00150607665786558,0.0015195394025886177,0.1452924288236178,0,14916.111328125,overall|small|text
2401188,1,0,black and grey sneaker cleats,289,0.0057597257653061226,0.0011435837238591153,0.0011691566401782893,0.04968529341542597,0,12281.544921875,overall|small
2401188,2,1,The red sneakers the player is wearing.,561,0.01118064413265306,0.00016529129848220125,0.0001791806181852966,0.002127820370244045,0,6662.033203125,overall|small
2401188,3,7,The black shorts worn by the player in red sneakers.,161,0.003208705357142857,0.0027981996406641666,0.0029396623960487134,0.05495252668487359,0,3009.650634765625,overall|small
2401188,4,8,The ball is white,266,0.005301339285714286,0.0026535730966285856,0.0030929951275238507,0.01833544996448029,0,1576.863037109375,overall|small
2401188,5,2,The white and black shirt the player in red sneakers is wearing.,1248,0.024872448979591837,0.03233370434692554,0.03991845980788651,0.14542464720897186,0,4546.51708984375,overall|text
2401188,6,3,soccer player in black and white uniform,3636,0.07246492346938775,0.11229187936696826,0.15205655031598372,0.30040288574755913,0,7183.28076171875,overall
2401189,0,5,Nose on the face of a white cat. ,196,0.00390625,0.0014099819560454046,0.0015504519691388933,0.015324328626905168,0,1937.22119140625,overall|small|part
2401189,1,3,Two front paws on a white and tan cat. ,882,0.017578125,0.0034835014909448945,0.0037443336309644797,0.04762525407094804,0,11218.4111328125,overall|small
2401189,2,4,Pink tongue of a cat. ,84,0.0016741071428571428,0.0025829701200100782,0.0026288408960102043,0.1289420695531936,0,4120.11767578125,overall|small
2401189,3,1,the pussy cat has blue eyes,1020,0.02032844387755102,0.0016705964560144845,0.002282518164510418,0.006192871168547985,0,2767.4384765625,overall|part
2401189,4,0,the cycle has a backrest for a passenger,3773,0.0751953125,0.10339775720790337,0.11088522850474233,0.6049402208123509,0,20583.80078125,overall
2401189,5,2,copyright mark on side,6438,0.12830835459183673,0.17712017860045562,0.3016028063604295,0.3002763969182005,0,6409.6865234375,overall
2401189,6,6,A cat's left side whiskers. ,1334,0.02658641581632653,0.010127691586242427,0.014286586890876602,0.03362083721017909,0,3139.322021484375,overall
2401190,0,0,white snow on a hill,13392,0.2669005102040816,0.4478342612984455,0.6088102905696373,0.6287642721634185,0,13830.927734375,overall
2401190,1,1,The rock the elephant is leaning on.,9880,0.19690688775510204,0.10812118835810038,0.23477683704829128,0.16695837105816674,0,7026.0283203125,overall
2401190,2,2,small rocks in a pile,2992,0.05963010204081633,0.0007290842136347441,0.003290229750440851,0.0009357569848789888,0,850.9390258789062,overall
2401191,0,3,Handle of racket is white,384,0.007653061224489796,0.0032352482441745374,0.003615308475021556,0.029856341580549877,0,3171.19140625,overall|small|part
2401191,1,2,a tennis ball,864,0.01721938775510204,0.0070378927173641815,0.010436616423832031,0.021154399271364564,0,1751.2764892578125,overall|small
2401191,2,4,chains holding a banner in place,946,0.018853635204081634,0.02290683909708194,0.023684622355152653,0.41091444729246496,0,16412.55078125,overall|small
